mesa_hasta,votacion,mesa_desde,dne_distri,vot_parcodigo,total,id,dne_seccio,the_geom,cartodb_id,created_at,updated_at
3109,D,3101,1,262,22,4217,7,,4217,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3109,D,3101,1,324,7,4218,7,,4218,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3109,D,3101,1,325,16,4219,7,,4219,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3109,D,3101,1,501,444,4220,7,,4220,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3109,D,3101,1,502,897,4221,7,,4221,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3109,D,3101,1,503,574,4222,7,,4222,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3109,D,3101,1,504,41,4223,7,,4223,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3109,D,3101,1,505,129,4224,7,,4224,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3109,D,3101,1,506,71,4225,7,,4225,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3127,D,3114,1,8,7,4226,7,,4226,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3127,D,3114,1,68,45,4227,7,,4227,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3127,D,3114,1,187,137,4228,7,,4228,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3127,D,3114,1,234,25,4229,7,,4229,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3127,D,3114,1,262,54,4230,7,,4230,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3127,D,3114,1,324,10,4231,7,,4231,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3127,D,3114,1,325,20,4232,7,,4232,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3127,D,3114,1,501,645,4233,7,,4233,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3127,D,3114,1,502,1451,4234,7,,4234,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3127,D,3114,1,503,883,4235,7,,4235,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3127,D,3114,1,504,60,4236,7,,4236,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3127,D,3114,1,505,141,4237,7,,4237,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3127,D,3114,1,506,88,4238,7,,4238,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3135,D,3128,1,8,9,4239,7,,4239,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3135,D,3128,1,68,24,4240,7,,4240,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3135,D,3128,1,187,63,4241,7,,4241,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3135,D,3128,1,234,18,4242,7,,4242,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3135,D,3128,1,262,21,4243,7,,4243,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3135,D,3128,1,324,4,4244,7,,4244,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3135,D,3128,1,325,13,4245,7,,4245,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3135,D,3128,1,501,348,4246,7,,4246,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3135,D,3128,1,502,837,4247,7,,4247,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3135,D,3128,1,503,522,4248,7,,4248,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3135,D,3128,1,504,50,4249,7,,4249,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3135,D,3128,1,505,75,4250,7,,4250,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3135,D,3128,1,506,57,4251,7,,4251,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3113,D,3110,1,8,2,4252,7,,4252,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3113,D,3110,1,68,6,4253,7,,4253,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3113,D,3110,1,187,55,4254,7,,4254,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3113,D,3110,1,234,9,4255,7,,4255,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3113,D,3110,1,262,6,4256,7,,4256,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3113,D,3110,1,324,3,4257,7,,4257,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3113,D,3110,1,325,12,4258,7,,4258,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3113,D,3110,1,501,210,4259,7,,4259,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3113,D,3110,1,502,397,4260,7,,4260,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3113,D,3110,1,503,240,4261,7,,4261,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3113,D,3110,1,504,13,4262,7,,4262,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3113,D,3110,1,505,50,4263,7,,4263,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3113,D,3110,1,506,47,4264,7,,4264,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3167,D,3159,1,8,3,4265,7,,4265,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3167,D,3159,1,68,27,4266,7,,4266,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3167,D,3159,1,187,99,4267,7,,4267,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3167,D,3159,1,234,22,4268,7,,4268,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3167,D,3159,1,262,22,4269,7,,4269,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3167,D,3159,1,324,7,4270,7,,4270,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3167,D,3159,1,325,10,4271,7,,4271,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3167,D,3159,1,501,482,4272,7,,4272,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3167,D,3159,1,502,798,4273,7,,4273,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3167,D,3159,1,503,630,4274,7,,4274,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3167,D,3159,1,504,48,4275,7,,4275,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3167,D,3159,1,505,110,4276,7,,4276,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3167,D,3159,1,506,59,4277,7,,4277,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3158,D,3149,1,8,10,4278,7,,4278,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3158,D,3149,1,68,32,4279,7,,4279,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3158,D,3149,1,187,95,4280,7,,4280,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3158,D,3149,1,234,24,4281,7,,4281,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3158,D,3149,1,262,32,4282,7,,4282,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3158,D,3149,1,324,7,4283,7,,4283,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3158,D,3149,1,325,13,4284,7,,4284,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3158,D,3149,1,501,451,4285,7,,4285,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3158,D,3149,1,502,968,4286,7,,4286,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3158,D,3149,1,503,650,4287,7,,4287,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3158,D,3149,1,504,84,4288,7,,4288,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3158,D,3149,1,505,112,4289,7,,4289,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3158,D,3149,1,506,54,4290,7,,4290,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3177,D,3168,1,8,14,4291,7,,4291,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3177,D,3168,1,68,25,4292,7,,4292,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3177,D,3168,1,187,91,4293,7,,4293,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3177,D,3168,1,234,27,4294,7,,4294,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3177,D,3168,1,262,33,4295,7,,4295,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3177,D,3168,1,324,12,4296,7,,4296,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3177,D,3168,1,325,18,4297,7,,4297,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3177,D,3168,1,501,480,4298,7,,4298,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3177,D,3168,1,502,933,4299,7,,4299,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3177,D,3168,1,503,642,4300,7,,4300,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3177,D,3168,1,504,54,4301,7,,4301,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3177,D,3168,1,505,95,4302,7,,4302,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3177,D,3168,1,506,60,4303,7,,4303,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3148,D,3136,1,8,17,4304,7,,4304,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3148,D,3136,1,68,51,4305,7,,4305,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3148,D,3136,1,187,125,4306,7,,4306,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3148,D,3136,1,234,21,4307,7,,4307,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3148,D,3136,1,262,32,4308,7,,4308,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3148,D,3136,1,324,13,4309,7,,4309,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3148,D,3136,1,325,18,4310,7,,4310,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3148,D,3136,1,501,634,4311,7,,4311,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3148,D,3136,1,502,1232,4312,7,,4312,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3148,D,3136,1,503,821,4313,7,,4313,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3148,D,3136,1,504,70,4314,7,,4314,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3148,D,3136,1,505,168,4315,7,,4315,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3148,D,3136,1,506,62,4316,7,,4316,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3234,D,3219,1,8,2,4317,7,,4317,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3234,D,3219,1,68,37,4318,7,,4318,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3234,D,3219,1,187,129,4319,7,,4319,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3234,D,3219,1,234,37,4320,7,,4320,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3234,D,3219,1,262,33,4321,7,,4321,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3234,D,3219,1,324,17,4322,7,,4322,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3234,D,3219,1,325,10,4323,7,,4323,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3234,D,3219,1,501,656,4324,7,,4324,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3234,D,3219,1,502,1751,4325,7,,4325,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3234,D,3219,1,503,1120,4326,7,,4326,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3234,D,3219,1,504,77,4327,7,,4327,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3234,D,3219,1,505,152,4328,7,,4328,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3234,D,3219,1,506,95,4329,7,,4329,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3218,D,3206,1,8,15,4330,7,,4330,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3218,D,3206,1,68,26,4331,7,,4331,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3218,D,3206,1,187,113,4332,7,,4332,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3218,D,3206,1,234,24,4333,7,,4333,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3218,D,3206,1,262,31,4334,7,,4334,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3218,D,3206,1,324,5,4335,7,,4335,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3218,D,3206,1,325,12,4336,7,,4336,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3218,D,3206,1,501,507,4337,7,,4337,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3218,D,3206,1,502,1380,4338,7,,4338,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3218,D,3206,1,503,947,4339,7,,4339,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3218,D,3206,1,504,49,4340,7,,4340,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3218,D,3206,1,505,127,4341,7,,4341,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3218,D,3206,1,506,81,4342,7,,4342,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3205,D,3195,1,8,6,4343,7,,4343,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3205,D,3195,1,68,25,4344,7,,4344,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3205,D,3195,1,187,107,4345,7,,4345,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3205,D,3195,1,234,19,4346,7,,4346,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3205,D,3195,1,262,23,4347,7,,4347,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3205,D,3195,1,324,6,4348,7,,4348,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3205,D,3195,1,325,13,4349,7,,4349,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3205,D,3195,1,501,452,4350,7,,4350,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3205,D,3195,1,502,1253,4351,7,,4351,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3205,D,3195,1,503,772,4352,7,,4352,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3205,D,3195,1,504,51,4353,7,,4353,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3205,D,3195,1,505,85,4354,7,,4354,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3205,D,3195,1,506,69,4355,7,,4355,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3194,D,3189,1,8,1,4356,7,,4356,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3194,D,3189,1,68,24,4357,7,,4357,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3194,D,3189,1,187,50,4358,7,,4358,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3194,D,3189,1,234,18,4359,7,,4359,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3194,D,3189,1,262,22,4360,7,,4360,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3194,D,3189,1,324,2,4361,7,,4361,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3194,D,3189,1,325,4,4362,7,,4362,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3194,D,3189,1,501,214,4363,7,,4363,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3194,D,3189,1,502,662,4364,7,,4364,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3194,D,3189,1,503,411,4365,7,,4365,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3194,D,3189,1,504,24,4366,7,,4366,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3194,D,3189,1,505,63,4367,7,,4367,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3194,D,3189,1,506,29,4368,7,,4368,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3188,D,3178,1,8,3,4369,7,,4369,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3188,D,3178,1,68,24,4370,7,,4370,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3188,D,3178,1,187,82,4371,7,,4371,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3188,D,3178,1,234,26,4372,7,,4372,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3188,D,3178,1,262,19,4373,7,,4373,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3188,D,3178,1,324,8,4374,7,,4374,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3188,D,3178,1,325,12,4375,7,,4375,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3188,D,3178,1,501,440,4376,7,,4376,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3188,D,3178,1,502,1214,4377,7,,4377,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3188,D,3178,1,503,815,4378,7,,4378,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3188,D,3178,1,504,46,4379,7,,4379,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3188,D,3178,1,505,118,4380,7,,4380,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3188,D,3178,1,506,72,4381,7,,4381,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3239,D,3235,1,8,3,4382,7,,4382,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3239,D,3235,1,68,10,4383,7,,4383,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3239,D,3235,1,187,37,4384,7,,4384,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3239,D,3235,1,234,11,4385,7,,4385,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3239,D,3235,1,262,9,4386,7,,4386,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3239,D,3235,1,324,4,4387,7,,4387,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3239,D,3235,1,325,9,4388,7,,4388,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3239,D,3235,1,501,198,4389,7,,4389,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3239,D,3235,1,502,530,4390,7,,4390,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3239,D,3235,1,503,375,4391,7,,4391,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3239,D,3235,1,504,25,4392,7,,4392,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3239,D,3235,1,505,51,4393,7,,4393,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3239,D,3235,1,506,25,4394,7,,4394,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3268,D,3259,1,8,11,4395,7,,4395,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3268,D,3259,1,68,45,4396,7,,4396,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3268,D,3259,1,187,108,4397,7,,4397,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3268,D,3259,1,234,33,4398,7,,4398,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3268,D,3259,1,262,38,4399,7,,4399,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3268,D,3259,1,324,5,4400,7,,4400,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3268,D,3259,1,325,65,4401,7,,4401,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3268,D,3259,1,501,530,4402,7,,4402,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3268,D,3259,1,502,927,4403,7,,4403,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3268,D,3259,1,503,645,4404,7,,4404,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3268,D,3259,1,504,39,4405,7,,4405,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3268,D,3259,1,505,121,4406,7,,4406,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3268,D,3259,1,506,74,4407,7,,4407,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3272,D,3269,1,8,2,4408,7,,4408,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3272,D,3269,1,68,16,4409,7,,4409,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3272,D,3269,1,187,51,4410,7,,4410,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3272,D,3269,1,234,15,4411,7,,4411,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3272,D,3269,1,262,8,4412,7,,4412,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3272,D,3269,1,324,4,4413,7,,4413,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3272,D,3269,1,325,13,4414,7,,4414,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3272,D,3269,1,501,233,4415,7,,4415,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3272,D,3269,1,502,389,4416,7,,4416,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3272,D,3269,1,503,269,4417,7,,4417,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3272,D,3269,1,504,14,4418,7,,4418,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3272,D,3269,1,505,37,4419,7,,4419,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3272,D,3269,1,506,28,4420,7,,4420,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3258,D,3250,1,8,1,4421,7,,4421,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3258,D,3250,1,68,34,4422,7,,4422,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3258,D,3250,1,187,67,4423,7,,4423,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3258,D,3250,1,234,38,4424,7,,4424,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3258,D,3250,1,262,25,4425,7,,4425,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3258,D,3250,1,324,12,4426,7,,4426,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3258,D,3250,1,325,19,4427,7,,4427,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3258,D,3250,1,501,502,4428,7,,4428,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3258,D,3250,1,502,811,4429,7,,4429,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3258,D,3250,1,503,520,4430,7,,4430,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3258,D,3250,1,504,53,4431,7,,4431,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3258,D,3250,1,505,132,4432,7,,4432,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3258,D,3250,1,506,74,4433,7,,4433,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3249,D,3240,1,8,5,4434,7,,4434,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3249,D,3240,1,68,29,4435,7,,4435,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3249,D,3240,1,187,99,4436,7,,4436,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3249,D,3240,1,234,22,4437,7,,4437,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3249,D,3240,1,262,29,4438,7,,4438,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3249,D,3240,1,324,10,4439,7,,4439,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3249,D,3240,1,325,83,4440,7,,4440,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3249,D,3240,1,501,552,4441,7,,4441,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3249,D,3240,1,502,951,4442,7,,4442,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3249,D,3240,1,503,624,4443,7,,4443,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3249,D,3240,1,504,46,4444,7,,4444,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3249,D,3240,1,505,118,4445,7,,4445,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3249,D,3240,1,506,61,4446,7,,4446,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3296,D,3288,1,8,6,4447,7,,4447,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3296,D,3288,1,68,24,4448,7,,4448,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3296,D,3288,1,187,100,4449,7,,4449,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3296,D,3288,1,234,21,4450,7,,4450,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3296,D,3288,1,262,19,4451,7,,4451,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3296,D,3288,1,324,4,4452,7,,4452,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3296,D,3288,1,325,11,4453,7,,4453,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3296,D,3288,1,501,424,4454,7,,4454,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3296,D,3288,1,502,985,4455,7,,4455,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3296,D,3288,1,503,594,4456,7,,4456,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3296,D,3288,1,504,39,4457,7,,4457,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3296,D,3288,1,505,104,4458,7,,4458,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3296,D,3288,1,506,55,4459,7,,4459,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3287,D,3278,1,8,4,4460,7,,4460,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3287,D,3278,1,68,36,4461,7,,4461,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3287,D,3278,1,187,96,4462,7,,4462,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3287,D,3278,1,234,22,4463,7,,4463,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3287,D,3278,1,262,20,4464,7,,4464,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3287,D,3278,1,324,9,4465,7,,4465,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3287,D,3278,1,325,12,4466,7,,4466,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3287,D,3278,1,501,490,4467,7,,4467,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3287,D,3278,1,502,1140,4468,7,,4468,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
3287,D,3278,1,503,614,4469,7,,4469,2013-08-12 19:03:07.436782,2013-08-12 19:03:14.703637
